brand,category,condition,countryOfManufacture,dataType,description,listingType,media,name,productCategory,shoe,shortDescription,tickerSymbol,title,traits,urlKey,year,market,_tags
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Sun-Moon-Crimson-Invasion-Elite-Trainer-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933840', 'smallImageUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Sun-Moon-Crimson-Invasion-Elite-Trainer-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933840', 'thumbUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Sun-Moon-Crimson-Invasion-Elite-Trainer-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933840', 'gallery': [], 'hidden': False}",Crimson Invasion Elite Trainer Box,collectibles,Pokemon TCG Crimson Invasion Elite Trainer Box,2017-Pokemon-TCG-Sun-Moon-Crimson-Invasion-Elite-Trainer-Box,PTCG-2PTSMCIET1,2017 Pokemon TCG Sun & Moon Crimson Invasion Elite Trainer Box,"[{'name': 'Year', 'value': '2017', 'filterable': False, 'visible': True, 'highlight': False}]",2017-pokemon-tcg-sun-moon-crimson-invasion-elite-trainer-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'c08b40df-5a4f-4c69-b17b-98db5c9bb09e', 'lowestAsk': 35, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 13, 'hasAsks': 1, 'salesThisPeriod': 9, 'salesLastPeriod': 0, 'highestBid': 29, 'highestBidSize': '', 'numberOfBids': 8, 'hasBids': 1, 'annualHigh': 50, 'annualLow': 25, 'deadstockRangeLow': 31, 'deadstockRangeHigh': 41, 'volatility': 0.151666, 'deadstockSold': 33, 'pricePremium': 0, 'averageDeadstockPrice': 35, 'lastSale': 36, 'lastSaleSize': '', 'salesLast72Hours': 9, 'changeValue': 0, 'changePercentage': -0.017325, 'absChangePercentage': 0.017325, 'totalDollars': 1162, 'lastLowestAskTime': 1608704140, 'lastHighestBidTime': 1608732367, 'lastSaleDate': '2020-12-22T22:32:40+00:00', 'createdAt': '2020-10-06T21:52:13+00:00', 'updatedAt': 1608732367, 'deadstockSoldRank': 32, 'pricePremiumRank': 22, 'averageDeadstockPriceRank': 64, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes', 'pokemon']"
Panini,Trading Cards Sealed Boxes,New,US,product,"For the first time Panini offered Mosaic Basketball as a stand alone set in 2019-20. The 2019-20 Panini Mosaic Basketball Mega Box contains 10 packs per box and 8 cards per pack. It also offers 10 Mega Box exclusive Reactive Blue Mosaic Prizms. The checklist includes the 2019-20 NBA Draft class, which is loaded with talent including many up-and-comers such as Zion Williamson, Ja Morant, RJ Barrett, Coby White, Rui Hachimura, Cam Reddish, Tyler Herro, Matisse Thybulle, Bol Bol, and many others.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931701', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931701', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931701', 'gallery': [], 'hidden': False}",Basketball Mega Box,collectibles,Panini Basketball Mega Box,2020-Panini-Mosaic-Mega-Box,PN-2PMMB20,2020 Panini Mosaic Basketball Mega Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-mosaic-mega-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'e958506c-c809-4bcc-815e-c74cf737b7c9', 'lowestAsk': 224, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 48, 'hasAsks': 1, 'salesThisPeriod': 8, 'salesLastPeriod': 0, 'highestBid': 205, 'highestBidSize': '', 'numberOfBids': 55, 'hasBids': 1, 'annualHigh': 345, 'annualLow': 115, 'deadstockRangeLow': 217, 'deadstockRangeHigh': 223, 'volatility': 0.012699, 'deadstockSold': 630, 'pricePremium': 0, 'averageDeadstockPrice': 164, 'lastSale': 220, 'lastSaleSize': '', 'salesLast72Hours': 8, 'changeValue': 5, 'changePercentage': 0.023256, 'absChangePercentage': 0.023256, 'totalDollars': 103441, 'lastLowestAskTime': 1608554119, 'lastHighestBidTime': 1607887705, 'lastSaleDate': '2020-12-22T21:38:26+00:00', 'createdAt': '2020-05-20T20:54:29+00:00', 'updatedAt': 1608701240, 'deadstockSoldRank': 4, 'pricePremiumRank': 40, 'averageDeadstockPriceRank': 86, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'basketball']"
Pokemon,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Charizard-Tin.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932349', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Charizard-Tin.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932349', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Charizard-Tin.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932349', 'gallery': [], 'hidden': False}",Charizard Tin,collectibles,Pokemon Charizard Tin,2020-Pokemon-Hidden-Fates-Charizard-Tin,P-2PHFCT20,2020 Pokemon Hidden Fates Charizard Tin,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-pokemon-hidden-fates-charizard-tin,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'd0009c31-c550-4512-a874-c324b10d7846', 'lowestAsk': 40, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 48, 'hasAsks': 1, 'salesThisPeriod': 8, 'salesLastPeriod': 0, 'highestBid': 34, 'highestBidSize': '', 'numberOfBids': 25, 'hasBids': 1, 'annualHigh': 61, 'annualLow': 30, 'deadstockRangeLow': 36, 'deadstockRangeHigh': 42, 'volatility': 0.069574, 'deadstockSold': 349, 'pricePremium': 0, 'averageDeadstockPrice': 39, 'lastSale': 39, 'lastSaleSize': '', 'salesLast72Hours': 8, 'changeValue': -2, 'changePercentage': -0.04878, 'absChangePercentage': 0.04878, 'totalDollars': 13530, 'lastLowestAskTime': 1608691572, 'lastHighestBidTime': 1608633451, 'lastSaleDate': '2020-12-23T07:24:34+00:00', 'createdAt': '2020-09-21T23:32:39+00:00', 'updatedAt': 1608722338, 'deadstockSoldRank': 54, 'pricePremiumRank': 60, 'averageDeadstockPriceRank': 66, 'featured': 0}","['collectibles', 'pokemon', 'trading cards', 'sealed boxes', '2020', 'pokemon']"
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Shining-Legends-Elite-Trainer-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933658', 'smallImageUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Shining-Legends-Elite-Trainer-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933658', 'thumbUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Shining-Legends-Elite-Trainer-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933658', 'gallery': [], 'hidden': False}",Elite Trainer Box,collectibles,Pokemon TCG Elite Trainer Box,2017-Pokemon-TCG-Shining-Legends-Elite-Trainer-Box,PTCG-2PTSLETB17,2017 Pokemon TCG Shining Legends Elite Trainer Box,"[{'name': 'Year', 'value': '2017', 'filterable': False, 'visible': True, 'highlight': False}]",2017-pokemon-tcg-shining-legends-elite-trainer-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '1604dba8-c330-4a60-a033-f9e68f3f3a51', 'lowestAsk': 164, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 34, 'hasAsks': 1, 'salesThisPeriod': 8, 'salesLastPeriod': 0, 'highestBid': 160, 'highestBidSize': '', 'numberOfBids': 30, 'hasBids': 1, 'annualHigh': 233, 'annualLow': 73, 'deadstockRangeLow': 141, 'deadstockRangeHigh': 181, 'volatility': 0.123773, 'deadstockSold': 131, 'pricePremium': 0, 'averageDeadstockPrice': 143, 'lastSale': 161, 'lastSaleSize': '', 'salesLast72Hours': 8, 'changeValue': -5, 'changePercentage': -0.03012, 'absChangePercentage': 0.03012, 'totalDollars': 18699, 'lastLowestAskTime': 1608732372, 'lastHighestBidTime': 1608638797, 'lastSaleDate': '2020-12-23T05:46:02+00:00', 'createdAt': '2020-10-06T21:52:17+00:00', 'updatedAt': 1608732372, 'deadstockSoldRank': 88, 'pricePremiumRank': 23, 'averageDeadstockPriceRank': 37, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes', 'pokemon']"
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,"Unleash the maximum power of Pokémon V and Pokémon VMAX with the 2020 Pokémon TCG Sword & Shield - Vivid Voltage Elite Trainer Box! Released on November 13, 2020, look for the newly discovered Mythical Pokémon Zarude and the majesty of Gigantamax Pikachu. Each Pokémon TCG: Sword & Shield - Vivid Voltage Elite Trainer Box includes 8 Pokémon TCG Booster Packs, 65 card sleeves featuring Gigantamax Pikachu, 45 Pokémon TCG Energy cards, a player’s guide to the Vivid Voltage expansion, a Pokémon TCG rulebook, 6 damage-counter dice, 1 competition legal coin-flip die, and a collector’s box to hold everything with 4 dividers to keep it organized. Put a little color and a lot of spark into your deck or collection with the Sword & Shield—Vivid Voltage expansion!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Elite-Trainer-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932178', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Elite-Trainer-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932178', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Elite-Trainer-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932178', 'gallery': [], 'hidden': False}",Vivid Voltage Elite Trainer Box 2x Lot,collectibles,Pokemon TCG Vivid Voltage Elite Trainer Box 2x Lot,2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Elite-Trainer-Box-2x-Lot,PTCG-2PTSSVVET,2020 Pokemon TCG Sword & Shield Vivid Voltage Elite Trainer Box 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-pokemon-tcg-sword-shield-vivid-voltage-elite-trainer-box-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'fde6f25c-748e-4ff4-b190-1715f72a89d8', 'lowestAsk': 75, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 47, 'hasAsks': 1, 'salesThisPeriod': 8, 'salesLastPeriod': 0, 'highestBid': 65, 'highestBidSize': '', 'numberOfBids': 11, 'hasBids': 1, 'annualHigh': 150, 'annualLow': 72, 'deadstockRangeLow': 64, 'deadstockRangeHigh': 84, 'volatility': 0.133517, 'deadstockSold': 82, 'pricePremium': 0, 'averageDeadstockPrice': 87, 'lastSale': 74, 'lastSaleSize': '', 'salesLast72Hours': 8, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 7122, 'lastLowestAskTime': 1608597690, 'lastHighestBidTime': 1608633761, 'lastSaleDate': '2020-12-22T21:58:04+00:00', 'createdAt': '2020-10-27T15:08:19+00:00', 'updatedAt': 1608725368, 'deadstockSoldRank': 1, 'pricePremiumRank': 30, 'averageDeadstockPriceRank': 71, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes']"
Pokemon TCG,Trading Cards Pokemon,Graded,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/Charizard-Holo-2016-Pokemon-TCG-XY-Evolutions-11-108.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606341236', 'smallImageUrl': 'https://stockx.imgix.net/images/Charizard-Holo-2016-Pokemon-TCG-XY-Evolutions-11-108.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606341236', 'thumbUrl': 'https://stockx.imgix.net/images/Charizard-Holo-2016-Pokemon-TCG-XY-Evolutions-11-108.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606341236', 'gallery': [], 'hidden': False}",Evolutions #11/108,collectibles,Pokemon TCG Evolutions #11/108,Charizard-Holo-2016-Pokemon-TCG-XY-Evolutions-11-108,PTCG-C2PTXE20,Charizard-Holo 2016 Pokemon TCG XY Evolutions #11/108,"[{'name': 'Year', 'value': '2016', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#11/108', 'filterable': False, 'visible': True, 'highlight': False}]",charizard-holo-2016-pokemon-tcg-xy-evolutions-11-108,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '356782eb-3817-4de9-8409-879f2561e52f', 'lowestAsk': 220, 'lowestAskSize': 'PSA 8', 'parentLowestAsk': 0, 'numberOfAsks': 27, 'hasAsks': 1, 'salesThisPeriod': 8, 'salesLastPeriod': 0, 'highestBid': 570, 'highestBidSize': 'PSA 10', 'numberOfBids': 48, 'hasBids': 1, 'annualHigh': 579, 'annualLow': 228, 'deadstockRangeLow': 151, 'deadstockRangeHigh': 336, 'volatility': 0.38119, 'deadstockSold': 37, 'pricePremium': 0, 'averageDeadstockPrice': 392, 'lastSale': 244, 'lastSaleSize': 'PSA 8', 'salesLast72Hours': 8, 'changeValue': -87, 'changePercentage': -0.264234, 'absChangePercentage': 0.264234, 'totalDollars': 14501, 'lastLowestAskTime': 1608574034, 'lastHighestBidTime': 1608374297, 'lastSaleDate': '2020-12-21T16:30:09+00:00', 'createdAt': '2020-11-25T21:53:57+00:00', 'updatedAt': 1608593097, 'deadstockSoldRank': 79, 'pricePremiumRank': 28, 'averageDeadstockPriceRank': 55, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'pokemon']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933790', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933790', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933790', 'gallery': [], 'hidden': False}",Basketball Blaster Box,collectibles,Panini Basketball Blaster Box,2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box,PN-2PCDPBBB20,2020 Panini Contenders Draft Picks Basketball Blaster Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-contenders-draft-picks-basketball-blaster-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'c3503057-d18a-427c-acad-f7a39589f942', 'lowestAsk': 28, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 32, 'hasAsks': 1, 'salesThisPeriod': 7, 'salesLastPeriod': 0, 'highestBid': 23, 'highestBidSize': '', 'numberOfBids': 13, 'hasBids': 1, 'annualHigh': 62, 'annualLow': 22, 'deadstockRangeLow': 28, 'deadstockRangeHigh': 34, 'volatility': 0.099084, 'deadstockSold': 292, 'pricePremium': 0, 'averageDeadstockPrice': 31, 'lastSale': 31, 'lastSaleSize': '', 'salesLast72Hours': 7, 'changeValue': 3, 'changePercentage': 0.107143, 'absChangePercentage': 0.107143, 'totalDollars': 9004, 'lastLowestAskTime': 1608698101, 'lastHighestBidTime': 1608635506, 'lastSaleDate': '2020-12-23T03:46:21+00:00', 'createdAt': '2020-10-30T16:49:25+00:00', 'updatedAt': 1608698101, 'deadstockSoldRank': 29, 'pricePremiumRank': 77, 'averageDeadstockPriceRank': 57, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Mega-Box-40-ct.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932034', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Mega-Box-40-ct.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932034', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Mega-Box-40-ct.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932034', 'gallery': [], 'hidden': False}",Football Mega Box 40 ct.,collectibles,Panini Football Mega Box 40 ct.,2020-Panini-Absolute-Football-Mega-Box-40-ct,PN-2PAFMB4c20,2020 Panini Absolute Football Mega Box 40 ct.,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-absolute-football-mega-box-40-ct,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'ea70e56f-8fb2-4be8-bde8-4c76be211be0', 'lowestAsk': 61, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 15, 'hasAsks': 1, 'salesThisPeriod': 7, 'salesLastPeriod': 0, 'highestBid': 50, 'highestBidSize': '', 'numberOfBids': 10, 'hasBids': 1, 'annualHigh': 81, 'annualLow': 45, 'deadstockRangeLow': 51, 'deadstockRangeHigh': 69, 'volatility': 0.152829, 'deadstockSold': 95, 'pricePremium': 0, 'averageDeadstockPrice': 56, 'lastSale': 60, 'lastSaleSize': '', 'salesLast72Hours': 7, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 5334, 'lastLowestAskTime': 1608671446, 'lastHighestBidTime': 1608565465, 'lastSaleDate': '2020-12-23T02:53:21+00:00', 'createdAt': '2020-10-23T20:23:15+00:00', 'updatedAt': 1608693151, 'deadstockSoldRank': 95, 'pricePremiumRank': 69, 'averageDeadstockPriceRank': 61, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', 'football', '2020']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Hobby Box comes with 12 cards per pack and 12 packs per box. In the hobby box you can find 2 autographs, 9 numbered prizms, 2 silver parallels, 4 inserts and 24 rookies on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Prizm rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-hobby-box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607095165', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-hobby-box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607095165', 'thumbUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-hobby-box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607095165', 'gallery': [], 'hidden': False}",Football Hobby Box,collectibles,Panini Football Hobby Box,2020-Panini-Prizm-Football-Hobby-Box,PN-2PPFHB20,2020 Panini Prizm Football Hobby Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-hobby-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'a8d22b05-1497-47d0-90a3-d3e838457de4', 'lowestAsk': 966, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 31, 'hasAsks': 1, 'salesThisPeriod': 7, 'salesLastPeriod': 0, 'highestBid': 913, 'highestBidSize': '', 'numberOfBids': 28, 'hasBids': 1, 'annualHigh': 1058, 'annualLow': 875, 'deadstockRangeLow': 948, 'deadstockRangeHigh': 984, 'volatility': 0.018564, 'deadstockSold': 57, 'pricePremium': 0, 'averageDeadstockPrice': 967, 'lastSale': 966, 'lastSaleSize': '', 'salesLast72Hours': 7, 'changeValue': 1, 'changePercentage': 0.001036, 'absChangePercentage': 0.001036, 'totalDollars': 55132, 'lastLowestAskTime': 1608713003, 'lastHighestBidTime': 1608717393, 'lastSaleDate': '2020-12-23T08:43:16+00:00', 'createdAt': '2020-11-04T20:05:01+00:00', 'updatedAt': 1608724728, 'deadstockSoldRank': 28, 'pricePremiumRank': 89, 'averageDeadstockPriceRank': 41, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,"Unleash the maximum power of Pokémon V and Pokémon VMAX with the 2020 Pokémon TCG Sword & Shield - Vivid Voltage Booster Box! Released on November 13, 2020, look for the newly discovered Mythical Pokémon Zarude and the majesty of Gigantamax Pikachu. Each Pokémon TCG: Sword & Shield - Vivid Voltage Booster Box comes with over 185 cards, 11 Powerful V and 6 enormous Pokémon VMAX, and More than 15 Trainer cards and 4 new Special Energy cards. Put a little color and a lot of spark into your deck or collection with the Sword & Shield—Vivid Voltage expansion!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Booster-Box-2X-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934235', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Booster-Box-2X-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934235', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Booster-Box-2X-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934235', 'gallery': [], 'hidden': False}",Vivid Voltage Booster Box 2X Lot,collectibles,Pokemon TCG Vivid Voltage Booster Box 2X Lot,2020-Pokemon-TCG-Sword-Shield-Vivid-Voltage-Booster-Box-2X-Lot,PTCG-2PTSSVVBB2,2020 Pokemon TCG Sword & Shield Vivid Voltage Booster Box 2X Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-pokemon-tcg-sword-shield-vivid-voltage-booster-box-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '61acc1fd-baa0-41dd-b093-41fa847004bd', 'lowestAsk': 260, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 25, 'hasAsks': 1, 'salesThisPeriod': 7, 'salesLastPeriod': 0, 'highestBid': 240, 'highestBidSize': '', 'numberOfBids': 18, 'hasBids': 1, 'annualHigh': 371, 'annualLow': 250, 'deadstockRangeLow': 222, 'deadstockRangeHigh': 298, 'volatility': 0.147614, 'deadstockSold': 48, 'pricePremium': 0, 'averageDeadstockPrice': 289, 'lastSale': 260, 'lastSaleSize': '', 'salesLast72Hours': 7, 'changeValue': -5, 'changePercentage': -0.018868, 'absChangePercentage': 0.018868, 'totalDollars': 13851, 'lastLowestAskTime': 1608723954, 'lastHighestBidTime': 1608635672, 'lastSaleDate': '2020-12-23T08:10:54+00:00', 'createdAt': '2020-10-27T15:08:19+00:00', 'updatedAt': 1608723954, 'deadstockSoldRank': 41, 'pricePremiumRank': 75, 'averageDeadstockPriceRank': 79, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes']"
